"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY"
"AD Material File","","Digital File Number","DFN","9","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Edition Spilts Edition ID","EDITION.SPILTS.EDITION.ID","131","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Edition Splits Ad Headline","EDITION.SPLITS.AD.HEADLINE","132","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Edition Splits Note","EDITION.SPLITS.NOTE","133","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Edition Splits Proof Date","EDITION.SPLITS.PROOF.DATE","134","Date","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Edition Splits Pub ID","EDITION.SPLITS.PUB.ID","130","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Expires Date","EXPIRES.DATE","53","Date","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","External ID","EXTERNAL.ID","65","Text","No","","","","0","flucero","Ferdie Lucero"
"AD Material File","","Hi Res Change Date","HI.RES.CHANGE.DATE","116","Date","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Hi Res Change Time","HI.RES.CHANGE.TIME","117","Time","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Image Component Count","IMAGE.COMPONENT.COUNT","136","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Material File","","IN Animated Ind","INET.ANIMATED.IND","88","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","IN Audit Url","INET.AUDIT.URL","91","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","IN Click Url","INET.CLICK.URL","85","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","IN Expandable Ind","INET.EXPANDABLE.IND","89","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","IN Hover Text","INET.HOVER.TEXT","86","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","IN Language","INET.LANGUAGE","90","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","IN Size","INET.SIZE","87","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Inet Ad Server External ID","INET.AD.SERVER.EXTERNAL.ID","95","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Inet Code Snippet","INET.CODE.SNIPPET","92","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Inet Dfp Creative Type","INET.DFP.CREATIVE.TYPE","84","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Inet Line IDs","INET.LINE.IDS","31","Numeric","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Inet Size Code","INET.SIZE.CODE","93","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Inet Video Ind","INET.VIDEO.IND","94","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Internal Cost Amt","INTERNAL.COST","30","Numeric","Yes","","","","2","gstierley","Greg Stierley"
"AD Material File","","Internal Ref No","INTERNAL.REFNO","34","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Last Artisit Note","LAST.ARTISIT.NOTE","159","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Last Date","LAST.DATE","28","Date","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Last Issue ID","LAST.ISSUE","37","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Last Page No","LAST.PAGE.NO","38","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Last Pub ID","LAST.PUB","36","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Last User ID","LAST.USER","27","Text","No","","","G0*1","0","gstierley","Greg Stierley"
"AD Material File","","Layout Template ID","LAYOUT.TEMPLATE.ID","138","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Listings","LISTINGS","32","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Material Desc","MATERIAL.DESC","51","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Material ID","@ID","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Material Location","MATERIAL.LOCATION","29","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Material Notes","MATERIAL.NOTES","110","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Material Recd","MATERIAL.RECD","2","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Media Type","MEDIA.TYPE","50","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Name ID","NAME.ID","0","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Notes Date","NOTES.DATE","112","Date","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Notes Time","NOTES.TIME","113","Time","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Notes User ID","NOTES.USER.ID","111","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Old Material Desc","MATL.DESC","20","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Order ID","ORDERS","25","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Orders Removed","ORDERS.REMOVED","39","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Orders Removed By User ID","ORDERS.REMOVED.BY","40","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Orders Removed Date","ORDERS.REMOVED.DATE","41","Date","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","PMS Code","PMS","7","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Pre Flight Completed Date","PRE.FLIGHT.COMPLETED.DATE","78","Date","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Pre Flight Completed Time","PRE.FLIGHT.COMPLETED.TIME","79","Time","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Pre Flight Laser File Name","PRE.FLIGHT.LASER.FILE.NAME","82","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Pre Flight Print File Name","PRE.FLIGHT.PRINT.FILE.NAME","80","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Pre Flight Status","PRE.FLIGHT.STATUS","66","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Pre Flight Xml File Name","PRE.FLIGHT.XML.FILE.NAME","81","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Preview Change Date","PREVIEW.CHANGE.DATE","118","Date","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Preview Change Time","PREVIEW.CHANGE.TIME","119","Time","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Preview Url","PREVIEW.URL","64","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Prior Approval Status","PRIOR.APPROVAL.STATUSS","141","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Approval Status Date","PRIOR.APPROVAL.STATUS.DATE","142","Date","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Approval Status Time","PRIOR.APPROVAL.STATUS.TIME","143","Time","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Approval Status User","PRIOR.APPROVAL.STATUS.USER","144","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Artwork Status","PRIOR.ARTWORK.STATUS","150","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Artwork Status Date","PRIOR.ARTWORK.STATUS.DATE","151","Date","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Artwork Status Note","PRIOR.ARTWORK.STATUS.NOTE","154","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Artwork Status Time","PRIOR.ARTWORK.STATUS.TIME","152","Time","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Artwork Status User","PRIOR.ARTWORK.STATUS.USER","153","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior PF Note ","PRIOR.PF.NOTE","76","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Pf Status","PRIOR.PF.STATUS","67","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Pf Status Date","PRIOR.PF.STATUS.DATE","68","Date","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Prior Pf Status Time","PRIOR.PF.STATUS.TIME","69","Time","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Promo Ind","PROMO.IND","62","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Proof Date","PROOF.DATE","47","Date","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Received Date","DATE.RECD","3","Date","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Reference Issue ID","REFERENCE.ISSUE","35","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Reference Pub ID","REFERENCE.PUB","33","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Return By Date","RETURN.BY.DATE","15","Date","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Return Name","RETURN.NAME","17","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Returned Complete Date","RETURNED.COMPLETE","21","Date","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Returned Date","RETURNED.DATE","18","Date","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Shape","SHAPE","6","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Shipped Via","SHIPPED.VIA","19","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Size","SIZE","5","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Sort Text","SORT.TEXT","48","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Swop Proof Supplied Ind","SWOP.PROOF.SUPPLIED.IND","46","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Text Agate Lines","TEXT.AGATE.LINES","102","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Text Characters","TEXT.CHARACTERS","105","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Text Cms","TEXT.CMS","107","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Text Columns","TEXT.COLUMNS","103","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Text Component Count","TEXT.COMPONENT.COUNT","137","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Text Inches","TEXT.INCHES","106","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Text Pub","TEXT.PUB","101","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Text Words","TEXT.WORDS","104","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Agency Commission","AGY.COMM","42","Numeric","Yes","","","","2","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","AR General Ledger Code","AR.CODE","74","Text","No","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bank Code","BANK.CODE","55","Text","Yes","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill Amount","BILL.AMT","29","Numeric","Yes","","","","2","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill Date","BILL.DT","28","Date","Yes","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill Invoice Amount","BILL.INV.AMT","31","Numeric","Yes","","","","2","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill Invoice Date","BILL.INV.DT","32","Date","Yes","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill Invoice Number","BILL.INV.NO","30","Text","Yes","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill Line on Biling Schedule","BILL.LN","27","Numeric","Yes","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill Payment Type","BILL.CTYPE","66","Text","Yes","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill Select Code","BILL.SEL.CD","63","Text","No","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill To","BILL.TO","40","Text","No","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill To Name","BILL.TO.NAME","0","Text","No","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Bill To Name Id","BILLTO_NAME_ID","83","Numeric","No","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Billing Start Date","START.BILL.DT","2","Date","No","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Brand","BRAND","67","Text","No","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Brand Numbers","BRD.NOS","9","Text","Yes","","","","0","ADMIN","Ferdie Lucero"
"AD Multi-Media Contracts (valid prior to Elan release 2013.4)","This mapping is only valid for Elan releases prior to 2013.4. For releases from 2013.4 and on use mapping AD Multi-Media Contracts/Proposals/Quotes.","Cancellation Date","CNCL.DT","35","Date","No","","","","0","ADMIN","Ferdie Lucero"
